director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,genres_str
John Jencks,Roger Allam,Matthew Modine,Tim McInnerny,"[{'id': 35, 'name': 'Comedy'}]",the hippopotamus,Roger Allam Matthew Modine Tim McInnerny John Jencks Comedy,Comedy
Taylor Sheridan,Jeremy Renner,Elizabeth Olsen,Gil Birmingham,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",wind river,Jeremy Renner Elizabeth Olsen Gil Birmingham Taylor Sheridan Action Crime Mystery Thriller,Action Crime Mystery Thriller
Tarik Saleh,Fares Fares,Mari Malek,Mohamed Yousry,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",the nile hilton incident,Fares Fares Mari Malek Mohamed Yousry Tarik Saleh Thriller Drama,Thriller Drama
Roman Volobuev,Svetlana Ustinova,Anna Chipovskaya,Yevgeni Tsyganov,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",blockbuster,Svetlana Ustinova Anna Chipovskaya Yevgeni Tsyganov Roman Volobuev Comedy Crime,Comedy Crime
Ric Roman Waugh,Nikolaj Coster-Waldau,Jon Bernthal,Lake Bell,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",shot caller,Nikolaj Coster-Waldau Jon Bernthal Lake Bell Ric Roman Waugh Drama Crime Thriller,Drama Crime Thriller
Tony Giglio,Adrianne Palicki,Michael Jai White,Ty Olsson,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",s.w.a.t.: under siege,Adrianne Palicki Michael Jai White Ty Olsson Tony Giglio Action Crime Thriller,Action Crime Thriller
Manuk Depoyan,Arsen Shavlyuk,Vasyl Virastyuk,Ruslana Pysanka,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",the dragon spell,Arsen Shavlyuk Vasyl Virastyuk Ruslana Pysanka Manuk Depoyan Family Comedy Animation Fantasy Adventure,Family Comedy Animation Fantasy Adventure
John R. Leonetti,Joey King,Ryan Phillippe,Sherilyn Fenn,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",wish upon,Joey King Ryan Phillippe Sherilyn Fenn John R. Leonetti Fantasy Horror Thriller,Fantasy Horror Thriller
Malcolm D. Lee,Regina Hall,Queen Latifah,Jada Pinkett Smith,"[{'id': 35, 'name': 'Comedy'}]",girls trip,Regina Hall Queen Latifah Jada Pinkett Smith Malcolm D. Lee Comedy,Comedy
Gillian Robespierre,Jenny Slate,Edie Falco,Abby Quinn,"[{'id': 35, 'name': 'Comedy'}]",landline,Jenny Slate Edie Falco Abby Quinn Gillian Robespierre Comedy,Comedy
Kathryn Bigelow,John Boyega,Will Poulter,Algee Smith,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",detroit,John Boyega Will Poulter Algee Smith Kathryn Bigelow Thriller Crime Drama History,Thriller Crime Drama History
Kogonada,John Cho,Haley Lu Richardson,Parker Posey,"[{'id': 18, 'name': 'Drama'}]",columbus,John Cho Haley Lu Richardson Parker Posey Kogonada Drama,Drama
Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore,Matt Fraser,Ben Smith,Sara Sigmundsdottir,"[{'id': 99, 'name': 'Documentary'}]",fittest on earth: a decade of fitness,Matt Fraser Ben Smith Sara Sigmundsdottir Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore Documentary,Documentary
Emilis Velyvis,Inga Jankauskaitė,Mindaugas Papinigis,Ramūnas Rudokas,"[{'id': 53, 'name': 'Thriller'}]",zero 3,Inga Jankauskaitė Mindaugas Papinigis Ramūnas Rudokas Emilis Velyvis Thriller,Thriller
Tommy Bertelsen,Troian Bellisario,Tom Felton,Ben Winchell,"[{'id': 18, 'name': 'Drama'}]",feed,Troian Bellisario Tom Felton Ben Winchell Tommy Bertelsen Drama,Drama
Ibai Abad,Lewis Rainer,Joséphine Berry,Charlotte Atkinson,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",the girl from the song,Lewis Rainer Joséphine Berry Charlotte Atkinson Ibai Abad Drama Music Romance,Drama Music Romance
Julian Radlmaier,Julian Radlmaier,Deragh Campbell,Beniamin Forthi,"[{'id': 35, 'name': 'Comedy'}]",self-criticism of a bourgeois dog,Julian Radlmaier Deragh Campbell Beniamin Forthi Julian Radlmaier Comedy,Comedy
Pierre Coré,Omar Sy,Louane Emera,Franck Gastambide,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",sahara,Omar Sy Louane Emera Franck Gastambide Pierre Coré Adventure Animation Comedy Family,Adventure Animation Comedy Family
François Ozon,Marine Vacth,Jérémie Renier,Jacqueline Bisset,"[{'id': 53, 'name': 'Thriller'}]",the double lover,Marine Vacth Jérémie Renier Jacqueline Bisset François Ozon Thriller,Thriller
Steven C. Miller,Bruce Willis,Hayden Christensen,Gethin Anthony,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",first kill,Bruce Willis Hayden Christensen Gethin Anthony Steven C. Miller Action Thriller,Action Thriller
T.J. Martin Daniel Lindsay,Rodney King,Tom Brokaw,George H. W. Bush,"[{'id': 99, 'name': 'Documentary'}]",la 92,Rodney King Tom Brokaw George H. W. Bush T.J. Martin Daniel Lindsay Documentary,Documentary
Kenny Ortega,Dove Cameron,Sofia Carson,Cameron Boyce,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}]",descendants 2,Dove Cameron Sofia Carson Cameron Boyce Kenny Ortega TV Movie Family Action Comedy Music Adventure,TV Movie Family Action Comedy Music Adventure
Maria Sadowska,Magdalena Boczarska,Piotr Adamczyk,Justyna Wasilewska,"[{'id': 18, 'name': 'Drama'}]",the art of loving. story of michalina wislocka,Magdalena Boczarska Piotr Adamczyk Justyna Wasilewska Maria Sadowska Drama,Drama
Sam Garbarski,Anatole Taubman,Moritz Bleibtreu,Joel Basman,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",bye bye germany,Anatole Taubman Moritz Bleibtreu Joel Basman Sam Garbarski Comedy Drama War,Comedy Drama War
Timothy Woodward Jr.,Kaiwi Lyman,Bruce Dern,Denise Richards,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",american violence,Kaiwi Lyman Bruce Dern Denise Richards Timothy Woodward Jr. Crime Drama Thriller,Crime Drama Thriller
Philippe de Chauveron,Christian Clavier,Ary Abittan,Elsa Zylberstein,"[{'id': 35, 'name': 'Comedy'}]",with open arms,Christian Clavier Ary Abittan Elsa Zylberstein Philippe de Chauveron Comedy,Comedy
Thomas Kruithof,François Cluzet,Denis Podalydès,Sami Bouajila,"[{'id': 53, 'name': 'Thriller'}]",scribe,François Cluzet Denis Podalydès Sami Bouajila Thomas Kruithof Thriller,Thriller
Todd Grimes,Grey Griffin,Tara Strong,Anais Fairweather,"[{'id': 16, 'name': 'Animation'}]",lego dc super hero girls: brain drain,Grey Griffin Tara Strong Anais Fairweather Todd Grimes Animation,Animation
Pat Healy,Taylor Schilling,Pat Healy,Alycia Delmore,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",take me,Taylor Schilling Pat Healy Alycia Delmore Pat Healy Comedy Crime,Comedy Crime
Anshai Lal,Anushka Sharma,Diljit Dosanjh,Suraj Sharma,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",phillauri,Anushka Sharma Diljit Dosanjh Suraj Sharma Anshai Lal Fantasy Comedy Romance Drama,Fantasy Comedy Romance Drama
Jim Strouse,Jessica Williams,Chris O'Dowd,Keith Stanfield,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",the incredible jessica james,Jessica Williams Chris O'Dowd Keith Stanfield Jim Strouse Romance Comedy,Romance Comedy
Farhad Mann,Adelaide Kane,Benjamin Hollingsworth,Jean Louisa Kelly,"[{'id': 10749, 'name': 'Romance'}]",can't buy my love,Adelaide Kane Benjamin Hollingsworth Jean Louisa Kelly Farhad Mann Romance,Romance
Hannaleena Hauru,Inka Haapamäki,Rosa Honkonen,Tiitus Rantala,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",thick lashes of lauri mäntyvaara,Inka Haapamäki Rosa Honkonen Tiitus Rantala Hannaleena Hauru Romance Comedy,Romance Comedy
Jonathan A. Rosenbaum,Lou Diamond Phillips,Wallace Shawn,Gina Holden,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",cop and a half: new recruit,Lou Diamond Phillips Wallace Shawn Gina Holden Jonathan A. Rosenbaum Crime Comedy Action Family,Crime Comedy Action Family
Ravi Udyawar,Sridevi Kapoor,Sajal Ali,Akshaye Khanna,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",mom,Sridevi Kapoor Sajal Ali Akshaye Khanna Ravi Udyawar Crime Drama Thriller,Crime Drama Thriller
Adam Robitel,Lin Shaye,Angus Sampson,Leigh Whannell,Horror Thriller,insidious: the last key,Lin Shaye Angus Sampson Leigh Whannell Adam Robitel Horror Thriller,
Christopher Radcliff (director/screenplay); Lauren Wolkstein,Lauren Wolkstein (director); Alex Pettyfer,James Freedson-Jackson,Emily Althaus,Thriller Drama,the strange ones,Lauren Wolkstein (director); Alex Pettyfer James Freedson-Jackson Emily Althaus Christopher Radcliff (director/screenplay); Lauren Wolkstein Thriller Drama,
Jaume Collet-Serra,Liam Neeson,Vera Farmiga,Patrick Wilson,Action Thriller Mystery,the commuter,Liam Neeson Vera Farmiga Patrick Wilson Jaume Collet-Serra Action Thriller Mystery,
Babak Najafi,Taraji P. Henson,Jahi Di'Allo Winston,Billy Brown,Thriller Action Crime,proud mary,Taraji P. Henson Jahi Di'Allo Winston Billy Brown Babak Najafi Thriller Action Crime,
Brett Donowho,Bruce Willis,Cole Hauser,Shawn Ashmore,Action Drama Crime Thriller,acts of violence,Bruce Willis Cole Hauser Shawn Ashmore Brett Donowho Action Drama Crime Thriller,
Trudie Styler,Alex Lawther,Abigail Breslin,AnnaSophia Robb,Comedy Drama,freak show,Alex Lawther Abigail Breslin AnnaSophia Robb Trudie Styler Comedy Drama,
Sam Hoffman,Jemaine Clement,Elliott Gould,Ingrid Michaelson,Documentary,humor me,Jemaine Clement Elliott Gould Ingrid Michaelson Sam Hoffman Documentary,
Nicolai Fuglsig,Chris Hemsworth,Michael Shannon,Michael Peña,War Drama Action History,12 strong,Chris Hemsworth Michael Shannon Michael Peña Nicolai Fuglsig War Drama Action History,
Christian Gudegast,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,Action Crime Thriller,den of thieves,Gerard Butler Pablo Schreiber O'Shea Jackson Jr. Christian Gudegast Action Crime Thriller,
Bethany Ashton Wolf,Alex Roe,Jessica Rothe,John Benjamin Hickey,Romance Drama,forever my girl,Alex Roe Jessica Rothe John Benjamin Hickey Bethany Ashton Wolf Romance Drama,
Jesse Keller,Carr Cavender,Molly Beucher,Connor Sullivan,Drama Thriller,thane of east county,Carr Cavender Molly Beucher Connor Sullivan Jesse Keller Drama Thriller,
Wes Ball,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Science Fiction Action Adventure Thriller,maze runner: the death cure,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Wes Ball Science Fiction Action Adventure Thriller,
Ben Lewin,Dakota Fanning,Toni Collette,Alice Eve,Comedy Drama,please stand by,Dakota Fanning Toni Collette Alice Eve Ben Lewin Comedy Drama,
The Spierig Brothers,Helen Mirren,Jason Clarke,Sarah Snook,Horror Thriller,winchester,Helen Mirren Jason Clarke Sarah Snook The Spierig Brothers Horror Thriller,
Sebastián Lelio,Daniela Vega,Francisco Reyes Morandé,unknown,Drama,a fantastic woman,Daniela Vega Francisco Reyes Morandé unknown Sebastián Lelio Drama,
Mario Van Peebles,Mario Van Peebles,Ryan Guzman,Columbus Short,Science Fiction Horror Action Thriller,armed,Mario Van Peebles Ryan Guzman Columbus Short Mario Van Peebles Science Fiction Horror Action Thriller,
Julius Onah,Gugu Mbatha-Raw,Elizabeth Debicki,Aksel Hennie,Horror Science Fiction Thriller,the cloverfield paradox,Gugu Mbatha-Raw Elizabeth Debicki Aksel Hennie Julius Onah Horror Science Fiction Thriller,
Bryan Coyne,Brea Grant,Graham Skipper,Aly Fitzgerald,Horror,bad apples,Brea Grant Graham Skipper Aly Fitzgerald Bryan Coyne Horror,
Will Gluck,Rose Byrne,Domhnall Gleeson,Sam Neill,Animation Adventure Family,peter rabbit,Rose Byrne Domhnall Gleeson Sam Neill Will Gluck Animation Adventure Family,
R. Balki,Akshay Kumar,Radhika Apte,unknown,Comedy Drama,pad man,Akshay Kumar Radhika Apte unknown R. Balki Comedy Drama,
James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama Romance,fifty shades freed,Dakota Johnson Jamie Dornan Eric Johnson James Foley Drama Romance,
Clint Eastwood,Anthony Sadler,Alek Skarlatos,Spencer Stone,Drama Thriller,the 15:17 to paris,Anthony Sadler Alek Skarlatos Spencer Stone Clint Eastwood Drama Thriller,
Brian Crano,Rebecca Hall,Dan Stevens,Gina Gershon,Comedy Romance Drama,permission,Rebecca Hall Dan Stevens Gina Gershon Brian Crano Comedy Romance Drama,
Alex Ross Perry,Emily Browning,Adam Horowitz,Mary-Louise Parker,Drama,golden exits,Emily Browning Adam Horowitz Mary-Louise Parker Alex Ross Perry Drama,
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis",Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action Adventure Science Fiction,black panther,"Chadwick Boseman Michael B. Jordan Lupita Nyong'o Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis Action Adventure Science Fiction",
Mark Pellington,Jon Hamm,Catherine Keener,John Ortiz,Drama Crime,nostalgia,Jon Hamm Catherine Keener John Ortiz Mark Pellington Drama Crime,
Bruce Macdonald,Taylor James,Jackson Rathbone,Billy Zane,Action Drama Adventure,samson,Taylor James Jackson Rathbone Billy Zane Bruce Macdonald Action Drama Adventure,
"John Francis Daley, Jonathan Goldstein",Jason Bateman,Rachel McAdams,Billy Magnussen,Mystery Comedy Crime,game night,"Jason Bateman Rachel McAdams Billy Magnussen John Francis Daley, Jonathan Goldstein Mystery Comedy Crime",
Alex Garland,Natalie Portman,Jennifer Jason Leigh,Gina Rodriguez,Science Fiction Horror,annihilation,Natalie Portman Jennifer Jason Leigh Gina Rodriguez Alex Garland Science Fiction Horror,
Michael Sucsy,Angourie Rice,Justice Smith,Debby Ryan,Romance Fantasy,every day,Angourie Rice Justice Smith Debby Ryan Michael Sucsy Romance Fantasy,
David Freyne,Elliot Page,Sam Keeley,Tom Vaughan-Lawlor,Horror Drama Science Fiction,the cured,Elliot Page Sam Keeley Tom Vaughan-Lawlor David Freyne Horror Drama Science Fiction,
Francis Lawrence,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Thriller Mystery,red sparrow,Jennifer Lawrence Joel Edgerton Matthias Schoenaerts Francis Lawrence Thriller Mystery,
Eli Roth,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Action Crime Thriller Drama,death wish,Bruce Willis Vincent D'Onofrio Elisabeth Shue Eli Roth Action Crime Thriller Drama,
Shawn Christensen,Logan Lerman,Elle Fanning,Michelle Monaghan,Drama Mystery Romance,the vanishing of sidney hall,Logan Lerman Elle Fanning Michelle Monaghan Shawn Christensen Drama Mystery Romance,
Usher Morgan,Elyse Price,Katie Vincent,Joel Bernard,Thriller Action Crime Drama Mystery,pickings,Elyse Price Katie Vincent Joel Bernard Usher Morgan Thriller Action Crime Drama Mystery,
Ava DuVernay,Storm Reid,Oprah Winfrey,Reese Witherspoon,Adventure Science Fiction Family Fantasy,a wrinkle in time,Storm Reid Oprah Winfrey Reese Witherspoon Ava DuVernay Adventure Science Fiction Family Fantasy,
Nash Edgerton,David Oyelowo,Charlize Theron,Joel Edgerton,Comedy Action Crime,gringo,David Oyelowo Charlize Theron Joel Edgerton Nash Edgerton Comedy Action Crime,
Cory Finley,Olivia Cooke,Anya Taylor-Joy,Anton Yelchin,Drama Thriller,thoroughbreds,Olivia Cooke Anya Taylor-Joy Anton Yelchin Cory Finley Drama Thriller,
Johannes Roberts,Christina Hendricks,Martin Henderson,Bailee Madison,Horror Thriller,the strangers: prey at night,Christina Hendricks Martin Henderson Bailee Madison Johannes Roberts Horror Thriller,
Rob Cohen,Toby Kebbell,Maggie Grace,Ryan Kwanten,Action Adventure Crime Thriller,the hurricane heist,Toby Kebbell Maggie Grace Ryan Kwanten Rob Cohen Action Adventure Crime Thriller,
Roar Uthaug,Alicia Vikander,Dominic West,Walton Goggins,Action Adventure Fantasy,tomb raider,Alicia Vikander Dominic West Walton Goggins Roar Uthaug Action Adventure Fantasy,
Greg Berlanti,Nick Robinson,Josh Duhamel,Jennifer Garner,Comedy Drama Romance,"love, simon",Nick Robinson Josh Duhamel Jennifer Garner Greg Berlanti Comedy Drama Romance,
Erwin brothers,J. Michael Finley,Madeline Carroll,Trace Adkins,Music Drama,i can only imagine,J. Michael Finley Madeline Carroll Trace Adkins Erwin brothers Music Drama,
José Padilha,Rosamund Pike,Daniel Brühl,Eddie Marsan,Drama Thriller TV Movie History,entebbe,Rosamund Pike Daniel Brühl Eddie Marsan José Padilha Drama Thriller TV Movie History,
Laurie Collyer,Tessa Thompson,Melissa Leo,Whoopi Goldberg,Comedy,furlough,Tessa Thompson Melissa Leo Whoopi Goldberg Laurie Collyer Comedy,
Eric England,Sophie Turner,Dylan McDermott,Jack Kilmer,Thriller Drama,josie,Sophie Turner Dylan McDermott Jack Kilmer Eric England Thriller Drama,
Max Winkler,Zoey Deutch,Kathryn Hahn,Tim Heidecker,Comedy Drama,flower,Zoey Deutch Kathryn Hahn Tim Heidecker Max Winkler Comedy Drama,
Steven S. DeKnight,John Boyega,Scott Eastwood,Jing Tian,Action Fantasy Science Fiction Adventure,pacific rim uprising,John Boyega Scott Eastwood Jing Tian Steven S. DeKnight Action Fantasy Science Fiction Adventure,
Wes Anderson,Bryan Cranston,Koyu Rankin,Edward Norton,Adventure Comedy Animation,isle of dogs,Bryan Cranston Koyu Rankin Edward Norton Wes Anderson Adventure Comedy Animation,
John Stevenson,James McAvoy,Emily Blunt,Chiwetel Ejiofor,Animation Family Fantasy Comedy Adventure Mystery,sherlock gnomes,James McAvoy Emily Blunt Chiwetel Ejiofor John Stevenson Animation Family Fantasy Comedy Adventure Mystery,
Steven Soderbergh,Claire Foy,Joshua Leonard,Jay Pharoah,Horror Thriller,unsane,Claire Foy Joshua Leonard Jay Pharoah Steven Soderbergh Horror Thriller,
Andrew Hyatt,Jim Caviezel,Olivier Martinez,James Faulkner,Drama,"paul, apostle of christ",Jim Caviezel Olivier Martinez James Faulkner Andrew Hyatt Drama,
Stanley Tucci,Geoffrey Rush,Armie Hammer,Clémence Poésy,History Drama,final portrait,Geoffrey Rush Armie Hammer Clémence Poésy Stanley Tucci History Drama,
Scott Speer,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Romance Drama,midnight sun,Bella Thorne Patrick Schwarzenegger Rob Riggle Scott Speer Romance Drama,
Steven Spielberg,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Adventure Action Science Fiction,ready player one,Tye Sheridan Olivia Cooke Ben Mendelsohn Steven Spielberg Adventure Action Science Fiction,
Tyler Perry,Taraji P. Henson,Lyriq Bent,Crystle Stewart,Drama Thriller,acrimony,Taraji P. Henson Lyriq Bent Crystle Stewart Tyler Perry Drama Thriller,
Michael Mason,David A. R. White,John Corbett,Shane Harper,Drama,god's not dead: a light in darkness,David A. R. White John Corbett Shane Harper Michael Mason Drama,
Aaron Katz,Lola Kirke,Zoë Kravitz,Greta Lee,Mystery Crime Drama Thriller,gemini,Lola Kirke Zoë Kravitz Greta Lee Aaron Katz Mystery Crime Drama Thriller,
Adam Rifkin,Burt Reynolds,Ariel Winter,Clark Duke,Drama,the last movie star,Burt Reynolds Ariel Winter Clark Duke Adam Rifkin Drama,
John Krasinski,Emily Blunt,John Krasinski,Millicent Simmonds,Horror Drama Science Fiction,a quiet place,Emily Blunt John Krasinski Millicent Simmonds John Krasinski Horror Drama Science Fiction,
Kay Cannon,Leslie Mann,Ike Barinholtz,John Cena,Comedy,blockers,Leslie Mann Ike Barinholtz John Cena Kay Cannon Comedy,
Lynne Ramsay,Joaquin Phoenix,Judith Roberts,Ekaterina Samsonov,Crime Drama Thriller,you were never really here,Joaquin Phoenix Judith Roberts Ekaterina Samsonov Lynne Ramsay Crime Drama Thriller,
John Curran,Jason Clarke,Kate Mara,Ed Helms,History Drama Thriller,chappaquiddick,Jason Clarke Kate Mara Ed Helms John Curran History Drama Thriller,
Sean McNamara,Erin Moriarty,Helen Hunt,William Hurt,Drama,the miracle season,Erin Moriarty Helen Hunt William Hurt Sean McNamara Drama,
Barry Levinson,Al Pacino,Riley Keough,Kathy Baker,Drama TV Movie,paterno,Al Pacino Riley Keough Kathy Baker Barry Levinson Drama TV Movie,
Brad Anderson,Jon Hamm,Rosamund Pike,Dean Norris,Action Thriller Drama,beirut,Jon Hamm Rosamund Pike Dean Norris Brad Anderson Action Thriller Drama,
Brad Peyton,Dwayne Johnson,Naomie Harris,Malin Åkerman,Action Adventure Science Fiction,rampage,Dwayne Johnson Naomie Harris Malin Åkerman Brad Peyton Action Adventure Science Fiction,
Jeff Wadlow,Lucy Hale,Tyler Posey,Violett Beane,Thriller Horror,truth or dare,Lucy Hale Tyler Posey Violett Beane Jeff Wadlow Thriller Horror,
Chloé Zhao,Brady Jandreau,Lilly Jandreau,Tim Jandreau,Drama Western,the rider,Brady Jandreau Lilly Jandreau Tim Jandreau Chloé Zhao Drama Western,
Richard Lanni,Logan Lerman,Helena Bonham Carter,Gérard Depardieu,Animation Adventure Family History War,sgt. stubby: an american hero,Logan Lerman Helena Bonham Carter Gérard Depardieu Richard Lanni Animation Adventure Family History War,
Emilio Insolera,Emilio Insolera,Carola Insolera,Ben Bahan,Science Fiction Adventure,sign gene,Emilio Insolera Carola Insolera Ben Bahan Emilio Insolera Science Fiction Adventure,
"Abby Kohn, Marc Silverstein",Amy Schumer,Michelle Williams,Rory Scovel,Comedy Romance,i feel pretty,"Amy Schumer Michelle Williams Rory Scovel Abby Kohn, Marc Silverstein Comedy Romance",
Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Comedy Crime Mystery,super troopers 2,Jay Chandrasekhar Kevin Heffernan Steve Lemme Jay Chandrasekhar Comedy Crime Mystery,
Deon Taylor,Paula Patton,Omar Epps,Laz Alonso,Horror Thriller,traffik,Paula Patton Omar Epps Laz Alonso Deon Taylor Horror Thriller,
Peter Livolsi,Ellen Burstyn,Nick Offerman,Asa Butterfield,Drama Comedy,the house of tomorrow,Ellen Burstyn Nick Offerman Asa Butterfield Peter Livolsi Drama Comedy,
Russo brothers,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Adventure Action Science Fiction,avengers: infinity war,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Russo brothers Adventure Action Science Fiction,
Sebastián Lelio,Rachel Weisz,Rachel McAdams,Alessandro Nivola,Drama Romance,disobedience,Rachel Weisz Rachel McAdams Alessandro Nivola Sebastián Lelio Drama Romance,
Per Fly,Theo James,Ben Kingsley,Belçim Bilgin,Thriller Drama History,backstabbing for beginners,Theo James Ben Kingsley Belçim Bilgin Per Fly Thriller Drama History,
Deniz Gamze Ergüven,Halle Berry,Daniel Craig,unknown,Romance Drama Crime,kings,Halle Berry Daniel Craig unknown Deniz Gamze Ergüven Romance Drama Crime,
Rob Greenberg,Eugenio Derbez,Anna Faris,Eva Longoria,Romance Comedy,overboard,Eugenio Derbez Anna Faris Eva Longoria Rob Greenberg Romance Comedy,
Jason Reitman,Charlize Theron,Mackenzie Davis,Ron Livingston,Comedy Drama,tully,Charlize Theron Mackenzie Davis Ron Livingston Jason Reitman Comedy Drama,
Dean Devlin,David Tennant,Robert Sheehan,Carlito Olivero,Thriller Crime Horror Drama,bad samaritan,David Tennant Robert Sheehan Carlito Olivero Dean Devlin Thriller Crime Horror Drama,
Bobby Miller,Johnny Galecki,Anna Friel,Oliver Platt,Drama Comedy Fantasy Horror,the cleanse,Johnny Galecki Anna Friel Oliver Platt Bobby Miller Drama Comedy Fantasy Horror,
Betsy West,Betsy West (director); Julie Cohen (director); Ruth Bader Ginsburg; Jane Ginsburg; James Steven Ginsburg; Nina Totenberg; Gloria Steinem,unknown,unknown,Documentary,rbg,Betsy West (director); Julie Cohen (director); Ruth Bader Ginsburg; Jane Ginsburg; James Steven Ginsburg; Nina Totenberg; Gloria Steinem unknown unknown Betsy West Documentary,
Ben Falcone,Melissa McCarthy,Gillian Jacobs,Maya Rudolph,Comedy,life of the party,Melissa McCarthy Gillian Jacobs Maya Rudolph Ben Falcone Comedy,
James McTeigue,Gabrielle Union,Billy Burke,Richard Cabral,Action Adventure Comedy Crime,breaking in,Gabrielle Union Billy Burke Richard Cabral James McTeigue Action Adventure Comedy Crime,
Michael Mayer,Annette Bening,Saoirse Ronan,Corey Stoll,Drama Romance Comedy,the seagull,Annette Bening Saoirse Ronan Corey Stoll Michael Mayer Drama Romance Comedy,
Vaughn Stein,Margot Robbie,Simon Pegg,Dexter Fletcher,Drama,terminal,Margot Robbie Simon Pegg Dexter Fletcher Vaughn Stein Drama,
David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action Comedy Adventure,deadpool 2,Ryan Reynolds Josh Brolin Morena Baccarin David Leitch Action Comedy Adventure,
Bill Holderman,Diane Keaton,Jane Fonda,Candice Bergen,Horror Thriller,book club,Diane Keaton Jane Fonda Candice Bergen Bill Holderman Horror Thriller,
Paul Schrader,Ethan Hawke,Amanda Seyfried,Cedric the Entertainer,Drama,first reformed,Ethan Hawke Amanda Seyfried Cedric the Entertainer Paul Schrader Drama,
Raja Gosnell,Will Arnett,Ludacris,Natasha Lyonne,Adventure Crime Family Comedy,show dogs,Will Arnett Ludacris Natasha Lyonne Raja Gosnell Adventure Crime Family Comedy,
